principal,date,law,name,id,lawcontent,docno,amt_dollartwd
林勝孜,2022-09-07,職業安全衛生法第6條第1項,田力橡膠股份有限公司,902201113WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758973號,30000
陳信安,2022-09-07,職業安全衛生法第6條第1項,誠意營造股份有限公司,902201116WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759416號,30000
林建源,2022-09-07,職業安全衛生法第6條第1項,精興機械股份有限公司,902201119WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759042號,30000
董顯志,2022-09-07,職業安全衛生法第6條第1項,青鈿營造股份有限公司,902201145WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759323號,30000
朱東輝,2022-09-14,職業安全衛生法第27條第1項,旭源營造工程股份有限公司,903727952WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114759595號,30000
,2022-09-14,職業安全衛生法第37條第2項,廖順發,903727955WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第11147595951號,30000
張雅惠,2022-09-14,職業安全衛生法第6條第1項,祥固營造有限公司,903727958WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759562號,40000
詹承章,2022-09-13,職業安全衛生法第6條第1項,英屬開曼群島商特捷物流股份有限公司,903727960WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759844號,30000
詹承章,2022-09-13,職業安全衛生法第6條第2項,英屬開曼群島商特捷物流股份有限公司,903727963WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114759847號,30000
余峯德,2022-09-15,職業安全衛生法第6條第1項,志晟鋼模塑膠股份有限公司,903728027WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759864號,30000
卓義地,2022-09-19,職業安全衛生法第6條第1項,弘松窯業股份有限公司,903728067WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760196號,30000
陳建興,2022-09-20,職業安全衛生法第6條第1項,立峻工程有限公司,903728070WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760453號,30000
何朝昱,2022-09-20,職業安全衛生法第6條第1項,鑫旺科技資源回收有限公司,903728072WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760493號,40000
呂理超,2022-09-20,職業安全衛生法第6條第1項,伸遠工業股份有限公司,903728074WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760265號,30000
宋國丞,2022-09-20,職業安全衛生法第37條第2項,政港聯運股份有限公司,903728078WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第1114760605號,30000
余友村,2022-09-19,職業安全衛生法第6條第1項,功明工業股份有限公司,903728081WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760820號,30000
李清崑,2022-09-19,職業安全衛生法第6條第1項,全球傳動科技股份有限公司,903728082WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760611號,30000
郭順快,2022-09-19,職業安全衛生法第27條第1項,昇北營造股份有限公司,903728084WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114760890號,30000
謝明泉,2022-09-20,職業安全衛生法第6條第2項,新航通運有限公司,903728110WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114760563號,30000
吳月雲,2022-09-20,職業安全衛生法第23條第1項,糕盛有限公司,903728112WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1114760542號,30000
王政大,2022-09-20,職業安全衛生法第32條第1項,風華食品有限公司,903728114WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1114760818號,30000
邵鴻明,2022-09-20,職業安全衛生法第6條第1項,鎮弘營造有限公司,903728132WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760887號,40000
劉偉龍,2022-09-21,職業安全衛生法第6條第1項,瑞助營造股份有限公司,903728140WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760921號,30000
林志峯,2022-09-21,職業安全衛生法第6條第1項,祝旺開發股份有限公司,903728142WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761032號,30000
,2022-09-21,職業安全衛生法第6條第1項,闕永源(即立萬企業社),903728165WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761088號,30000
陳銘淇,2022-09-21,職業安全衛生法第6條第2項,錩潤科技有限公司,904213197WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114760826號,30000
江照庸,2022-09-22,職業安全衛生法第6條第1項,彤展企業有限公司,904362371WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761077號,30000
劉欽正,2022-09-23,職業安全衛生法第6條第1項,景興營建股份有限公司,904362372WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761191號,30000
潘國順,2022-09-23,職業安全衛生法第6條第1項,萬代福營造有限公司,904362373WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760905號,30000
張勝發,2022-09-23,職業安全衛生法第27條第1項,洛城營造有限公司,904362374WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114761219號,30000
謝丁志,2022-09-23,職業安全衛生法第6條第1項,帝旺工程有限公司,904362376WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761218號,30000
陳小醉,2022-09-22,職業安全衛生法第6條第2項,欣民國際有限公司,904362377WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114760822號,30000
李茂林,2022-09-22,職業安全衛生法第6條第1項,品宏精密工業有限公司,904362383WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114760696號,30000
黃文龍,2022-09-23,職業安全衛生法第6條第1項,暐田企業有限公司,904510967WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761414號,30000
黃火煌,2022-09-26,職業安全衛生法第6條第1項,迪斯油壓工業股份有限公司,904510968WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761568號,30000
林鴻吉,2022-09-23,職業安全衛生法第6條第1項,國城營造有限公司,904510970WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761331號,30000
張家躍,2022-09-23,職業安全衛生法第6條第1項,昱嘉營造有限公司,904510971WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761547號,30000
李書緯,2022-09-26,職業安全衛生法第6條第1項,旺洲開發股份有限公司,904510978WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761147號,40000
黃春月,2022-09-27,職業安全衛生法第6條第1項,振峵營造有限公司,904979062WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761821號,30000
翁俊民,2022-09-27,職業安全衛生法第6條第1項,介明塑膠股份有限公司,905144618WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761482號,40000
陳再信,2022-09-27,職業安全衛生法第22條第1項,世佳電器股份有限公司,905144620WZT,未特約醫護人員辦理臨場健康服務,新北府勞檢字第1114761292號,40000
王彥博,2022-09-27,職業安全衛生法第6條第1項,鎧逸企業股份有限公司,905144621WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114761659號,30000
藍祖蔚,2022-09-28,職業安全衛生法第6條第2項,國家電影及視聽文化中心,905144625WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114761420號,30000
黃信誠,2022-09-29,職業安全衛生法第6條第1項,清誠營造股份有限公司,905482038WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762318號,30000
鄭俊民,2022-10-03,職業安全衛生法第6條第1項,齊裕營造股份有限公司,905638905WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762308號,60000
鍾兆鍼,2022-09-30,職業安全衛生法第6條第1項,威騰營造股份有限公司,905638915WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762295號,30000
林麗娥,2022-10-03,職業安全衛生法第6條第1項,元泰窯業股份有限公司,905638916WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762266號,40000
董晃銘,2022-10-03,職業安全衛生法第6條第1項,中原食品工業開發股份有限公司,905638917WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762248號,30000
呂楊慧嬪,2022-09-30,職業安全衛生法第6條第1項,旺發工業有限公司,905638922WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762421號,30000
陳子奇,2022-10-04,職業安全衛生法第6條第1項,冠宇拉鍊股份有限公司,906038652WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762207號,30000
賴仁儀,2022-10-04,職業安全衛生法第6條第1項,儀達科技股份有限公司,906038653WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762387號,40000
焦婷,2022-10-04,職業安全衛生法第6條第1項,安豐營造股份有限公司,906038654WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762562號,30000
陳嘉根,2022-10-04,職業安全衛生法第6條第1項,北昌營造股份有限公司,906038655WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762694號,30000
黃宏基,2022-10-04,職業安全衛生法第6條第1項,杰華精密工業股份有限公司,906182420WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762117號,30000
張勝發,2022-10-05,職業安全衛生法第6條第1項,洛城營造有限公司,906182421WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762457號,40000
黃士勳,2022-10-05,職業安全衛生法第6條第1項,昱泰營造有限公司,906182422WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762678號,30000
簡文潔,2022-10-05,職業安全衛生法第6條第1項,森碁營造有限公司,906182423WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762723號,30000
陳朝麟,2022-10-06,職業安全衛生法第6條第2項,創奇企業有限公司,906334606WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114763030號,30000
陳朝麟,2022-10-06,職業安全衛生法第10條第1項,創奇企業有限公司,906334607WZT,雇主對於具有危害性之化學品，未予標示、製備清單及揭示安全資料表，並採取必要之通識措施,新北府勞檢字第1114763035號,30000
陳朝麟,2022-10-06,職業安全衛生法第6條第1項,創奇企業有限公司,906334608WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114763026號,60000
洪文霖,2022-10-06,職業安全衛生法第6條第1項,輝達營造有限公司,906334613WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114762946號,30000
羅如蓉,2022-10-06,職業安全衛生法第6條第1項,鼎如工程股份有限公司,906334614WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114763029號,30000
潘國順,2022-10-07,職業安全衛生法第6條第1項,萬代福營造有限公司,906334615WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114763038號,30000
