principal,date,law,name,id,lawcontent,docno,amt_dollartwd
陳榮勝,2014-08-28,勞動基準法第36條,嵩台資訊股份有限公司,271854328WZT,每七日中未有一日之休息作為例假,北府勞條字第10316219522號,20000
吳澄清,2014-12-24,勞動基準法第36條,北誼興業股份有限公司,271854331WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033068162號,20000
李凡偉,2014-12-29,勞動基準法第36條,同達興實業股份有限公司,271854333WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330683491號,20000
 ,2014-12-29,勞動基準法第36條,李志銘(即名恩療養院),271854334WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033068163號,20000
游春長,2014-05-14,勞動基準法第36條,立得物流有限公司,271854335WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330559391號,20000
 ,2014-12-31,勞動基準法第36條,尤洪碧雲(即裕樂生利髮廊),271854336WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1033068577號,20000
邱芷樺,2014-05-02,勞動基準法第36條,品馫園餐廳有限公司,271854338WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330550741號,20000
 ,2014-06-26,勞動基準法第7條,巫由霜(即新莊英仁醫院),271854340WZT,未依規定置備勞工名卡,北府勞檢字第1033058225號,20000
蕭允良,2014-10-31,勞動基準法第24條,思源電料商行有限公司,271854346WZT,延長工作時間未依規定加給工資,北府勞條字第1032056855號,20000
馮永昌,2014-09-18,勞動基準法第24條,香港商捷領有限公司台灣分公司,271854348WZT,延長工作時間未依規定加給工資,北府勞檢字第1033062763號,20000
蔡清正,2014-07-03,勞動基準法第24條,亞聯興業有限公司,271854350WZT,延長工作時間未依規定加給工資,北府勞條字第1031196818號,20000
莊麗珠,2014-04-03,勞動基準法第24條,聯米企業股份有限公司,271854351WZT,延長工作時間未依規定加給工資,北府勞條字第1030546608號,50000
陳月華,2014-08-14,勞動基準法第24條,摩曼頓企業股份有限公司,271854355WZT,延長工作時間未依規定加給工資,北府勞檢字第1033060891號,20000
李玉鼎,2014-01-07,勞動基準法第24條,伯朗咖啡股份有限公司,271854360WZT,延長工作時間未依規定加給工資,北府勞檢字第1033050039號,20000
林東生,2014-01-09,勞動基準法第24條,佑豐貨運有限公司,271854361WZT,延長工作時間未依規定加給工資,北府勞條字第1030035808,50000
柯約翰,2014-01-28,勞動基準法第24條,香港商世界健身事業有限公司,271854367WZT,延長工作時間未依規定加給工資,北府勞條字第10301536081號,50000
吳俊寬,2014-01-28,勞動基準法第24條,泓展國際物流有限公司,271854368WZT,延長工作時間未依規定加給工資,北府勞條字第1030143077號,80000
范素娥,2014-02-19,勞動基準法第24條,美淇食品有限公司,271854378WZT,延長工作時間未依規定加給工資,北府勞條字第1030237975號,20000
王文賢,2014-02-27,勞動基準法第24條,振儀科技股份有限公司,271854382WZT,延長工作時間未依規定加給工資,北府勞條字第10303085361號,20000
郭瑞復,2014-03-10,勞動基準法第24條,恆信塑膠廠股份有限公司,271854383WZT,延長工作時間未依規定加給工資,北府勞條字第1030362705號,20000
許湘鋐,2014-03-07,勞動基準法第24條,藍海國際餐飲股份有限公司,271854385WZT,延長工作時間未依規定加給工資,北府勞檢字第10330526471號,80000
李金蘭,2014-03-24,勞動基準法第24條,南俊國際股份有限公司,271854392WZT,延長工作時間未依規定加給工資,北府勞條字第1030470254號,50000
顏博榮,2014-03-26,勞動基準法第24條,統有企業股份有限公司,271854393WZT,延長工作時間未依規定加給工資,北府勞檢字第1033053357號,20000
文領軍,2014-03-27,勞動基準法第24條,領軍保全股份有限公司,271854394WZT,延長工作時間未依規定加給工資,北府勞檢字第1033053386號,20000
陳世志,2014-04-03,勞動基準法第24條,東森得易購股份有限公司,271854398WZT,延長工作時間未依規定加給工資,北府勞檢字第1033053631號,20000
吳錦昌,2014-04-08,勞動基準法第24條,順發電腦股份有限公司,271854399WZT,延長工作時間未依規定加給工資,北府勞檢字第1033053779號,50000
徐旭東,2014-04-11,勞動基準法第24條,遠傳電信股份有限公司,271854404WZT,延長工作時間未依規定加給工資,北府勞條字第1030608486號,50000
蔡昆陵,2014-04-14,勞動基準法第24條,衣著品味國際精品有限公司,271854405WZT,延長工作時間未依規定加給工資,北府勞檢字第1033054279號,20000
邱純枝,2014-04-18,勞動基準法第24條,台灣宅配通股份有限公司,271854411WZT,延長工作時間未依規定加給工資,北府勞檢字第1033054578號,80000
 ,2014-04-21,勞動基準法第24條,于吉徵(即仁愛醫院),271854413WZT,延長工作時間未依規定加給工資,北府勞檢字第1033054537號,50000
張凱程,2014-04-22,勞動基準法第24條,竣百有限公司,271854414WZT,延長工作時間未依規定加給工資,北府勞條字第1030671010號,20000
鄧雲結,2014-04-25,勞動基準法第24條,鴻銳保全股份有限公司,271854417WZT,延長工作時間未依規定加給工資,北府勞條字第1030735832號,80000
黃佳銘,2014-04-24,勞動基準法第24條,慧友電子股份有限公司,271854418WZT,延長工作時間未依規定加給工資,北府勞檢字第1033054748號,20000
羅仕東,2014-04-24,勞動基準法第24條,普安科技股份有限公司,271854419WZT,延長工作時間未依規定加給工資,北府勞檢字第1033054915號,20000
高耿輝,2014-04-29,勞動基準法第24條,友順科技股份有限公司,271854420WZT,延長工作時間未依規定加給工資,北府勞條字第1030731832號,50000
李峰遙,2014-04-29,勞動基準法第24條,誼光保全股份有限公司,271854422WZT,延長工作時間未依規定加給工資,北府勞條字第1030754540號,20000
鄭進益,2014-05-01,勞動基準法第24條,璨譽企業有限公司,271854426WZT,延長工作時間未依規定加給工資,北府勞條字第1030760103號,20000
邱芷樺,2014-05-02,勞動基準法第24條,品馫園餐廳有限公司,271854427WZT,延長工作時間未依規定加給工資,北府勞檢字第1033055074號,20000
沈瑛,2014-05-05,勞動基準法第24條,皇翔保全股份有限公司,271854430WZT,延長工作時間未依規定加給工資,北府勞條字第10307660511號,20000
黃明俊,2014-05-05,勞動基準法第24條,新海運輸倉儲股份有限公司,271854431WZT,延長工作時間未依規定加給工資,北府勞檢字第1033055286號,20000
林麗華,2014-05-09,勞動基準法第24條,柏昌紙器股份有限公司,271854433WZT,延長工作時間未依規定加給工資,北府勞條字第1030829184號,50000
蕭淑芬,2014-05-16,勞動基準法第24條,弘揚國際運通有限公司,271854443WZT,延長工作時間未依規定加給工資,北府勞條字第10308424221號,20000
鄭鈞瑋,2014-05-15,勞動基準法第24條,運德貨運股份有限公司,271854444WZT,延長工作時間未依規定加給工資,北府勞檢字第1033055941號,20000
李森田,2014-05-19,勞動基準法第24條,華冠通訊股份有限公司,271854446WZT,延長工作時間未依規定加給工資,北府勞條字第1030904748號,300000
鄭豐年,2014-05-19,勞動基準法第24條,祥億汽車貨運股份有限公司,271854447WZT,延長工作時間未依規定加給工資,北府勞檢字第1033056199號,50000
林榮明,2014-05-21,勞動基準法第24條,普巨工業股份有限公司,271854449WZT,延長工作時間未依規定加給工資,北府勞條字第1030887571號,20000
池上久雄,2014-05-23,勞動基準法第24條,台灣舒旺高股份有限公司,271854451WZT,延長工作時間未依規定加給工資,北府勞條字第10309099231號,20000
蔣中平,2014-06-06,勞動基準法第24條,鳥丸工場食品股份有限公司,271854456WZT,延長工作時間未依規定加給工資,北府勞條字第10310142472號,20000
 ,2014-12-08,勞動基準法第24條,游宗益(即大有人力工作室),271854458WZT,延長工作時間未依規定加給工資,北府勞檢字第1033067181號,20000
 ,2014-06-26,勞動基準法第24條,閔振華(即永和振興醫院),271854463WZT,延長工作時間未依規定加給工資,北府勞檢字第10330581221號,20000
林姲伶,2014-06-27,勞動基準法第24條,源和鋁業有限公司,271854464WZT,延長工作時間未依規定加給工資,北府勞條字第1031162629號,20000
 ,2014-06-20,勞動基準法第24條,駱長樺(即板橋國泰醫院),271854467WZT,延長工作時間未依規定加給工資,北府勞檢字第1033057724號,20000
林振恭,2014-06-23,勞動基準法第24條,萬安保全股份有限公司,271854468WZT,延長工作時間未依規定加給工資,北府勞條字第10311110391號,50000
趙有誠,2014-06-23,勞動基準法第24條,佛教慈濟醫療財團法人台北慈濟醫院,271854469WZT,延長工作時間未依規定加給工資,北府勞檢字第1033057535號,50000
許碩宇,2014-06-24,勞動基準法第24條,瀧漢企業有限公司,271854470WZT,延長工作時間未依規定加給工資,北府勞條字第1031121273號,20000
戴專文,2014-06-24,勞動基準法第24條,台灣金歌蘭股份有限公司,271854471WZT,延長工作時間未依規定加給工資,北府勞條字第1031111041號,20000
 ,2014-06-27,勞動基準法第24條,林詩文(即怡和醫院),271854473WZT,延長工作時間未依規定加給工資,北府勞檢字第1033057863號,20000
林陳炎,2014-06-27,勞動基準法第30條第5項,新遠五金有限公司,271854474WZT,未依規定置備勞工出勤紀錄表,北府勞條字第1031154389號,20000
熊惠貞,2014-06-30,勞動基準法第24條,泰舜工業有限公司,271854475WZT,延長工作時間未依規定加給工資,北府勞條字第1031169476號,20000
林永富,2014-07-01,勞動基準法第24條,宜益有限公司,271854476WZT,延長工作時間未依規定加給工資,北府勞條字第1031159409號,20000
 ,2014-07-16,勞動基準法第24條,吳仲義(即春暉醫院),271854484WZT,延長工作時間未依規定加給工資,北府勞檢字第10330594951號,20000
胡開昌,2014-04-11,勞動基準法第24條,北智捷汽車股份有限公司,271854485WZT,延長工作時間未依規定加給工資,北府勞條字第1030609803號,80000
 ,2014-07-21,勞動基準法第24條,林冠廷(即大樹林體育用品社),271854488WZT,延長工作時間未依規定加給工資,北府勞條字第10313390931號,20000
曹永富,2014-07-24,勞動基準法第24條,祥峰金屬工業有限公司,271854490WZT,延長工作時間未依規定加給工資,北府勞條字第1031350140號,50000
李坤山,2014-07-29,勞動基準法第24條,銘鋼鋼鐵有限公司,271854491WZT,延長工作時間未依規定加給工資,北府勞條字第1031356572號,20000
吳柏勳,2014-08-01,勞動基準法第24條,豆府股份有限公司,271854495WZT,延長工作時間未依規定加給工資,北府勞檢字第10330603331號,20000
李玉鼎,2014-08-11,勞動基準法第24條,伯朗咖啡股份有限公司,271854501WZT,延長工作時間未依規定加給工資,北府勞檢字第1033060579號,80000
 ,2014-08-12,勞動基準法第24條,沈惠萍(即詠靜護理之家),271854502WZT,延長工作時間未依規定加給工資,北府勞條字第1031481576號,20000
林誌祥,2014-08-13,勞動基準法第24條,美商祥茂光電科技股份有限公司,271854503WZT,延長工作時間未依規定加給工資,北府勞條字第1031502452號,50000
林輝雄,2014-08-14,勞動基準法第24條,利聯機械工業股份有限公司,271854504WZT,延長工作時間未依規定加給工資,北府勞條字第10314883981號,20000
周黃淑惠,2014-08-27,勞動基準法第24條,證元工業有限公司,271854514WZT,延長工作時間未依規定加給工資,北府勞條字第10315952431號,20000
東和男,2014-08-27,勞動基準法第24條,雲雀國際股份有限公司,271854520WZT,延長工作時間未依規定加給工資,北府勞檢字第1033061576號,50000
陳榮勝,2014-08-28,勞動基準法第24條,嵩台資訊股份有限公司,271854521WZT,延長工作時間未依規定加給工資,北府勞條字第1031621952號,20000
吳承勳,2014-09-04,勞動基準法第24條,匯豐保全股份有限公司,271854524WZT,延長工作時間未依規定加給工資,北府勞條字第1031617784號,20000
林毅忞,2014-09-02,勞動基準法第24條,上乘三家有限公司,271854525WZT,延長工作時間未依規定加給工資,北府勞檢字第1033061868號,50000
趙登榜,2014-09-03,勞動基準法第24條,瑞林科技服務股份有限公司,271854526WZT,延長工作時間未依規定加給工資,北府勞條字第1031650612號,20000
高嘉禮,2014-09-04,勞動基準法第24條,台灣阿迪達斯股份有限公司,271854528WZT,延長工作時間未依規定加給工資,北府勞檢字第1033062105號,20000
潘思亮,2014-09-15,勞動基準法第24條,晶華國際酒店股份有限公司,271854529WZT,延長工作時間未依規定加給工資,北府勞檢字第1033062348號,20000
