項次,業者名稱(市招),業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註,違反之食安法條及相關法_標準化,危害等級,危害判斷依據
5268,好市多股份有限公司內湖分公司,臺北市內湖區舊宗路一段268號、民善街255號,香水草莓,113/3/4,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5269,好市多股份有限公司內湖分公司,臺北市內湖區舊宗路1段268號,進口冷凍松阪豬肉捲,114/5/6,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5270,好市多股份有限公司內湖分公司,臺北市內湖區舊宗路一段268號、民善街255號,Nature'sTouch冷凍青花菜,112/2/1,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5271,好市多股份有限公司內湖分公司,臺北市內湖區舊宗路一段268號,­,110/3/17,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5272,好市多股份有限公司內湖分公司,臺北市內湖區舊宗路1段268號,澳洲冷凍牛肚,110/7/21,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5273,好市多股份有限公司內湖分公司,臺北市內湖區民善街255號,台灣修清豬小里肌真空包,110/3/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5274,好市多股份有限公司內湖分公司,臺北市內湖區舊宗路一段268號,香蕉,110/6/2,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5275,好市多股份有限公司內湖分公司(COSTCO),台北市內湖區舊宗路1段268號、民善街255號,KirklandSignature科克蘭辣椒,114/11/4,真菌毒素,合格,,,—,未明確標示,info,原始資料未提供有效法條資訊
5276,好市多股份有限公司北投分公司,台北市北投區立德路117號,—,114/6/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5277,好市多股份有限公司北投分公司,臺北市北投區立德路117號,紅櫻桃(CHELANFRESHSweetCherries),112/7/21,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5278,好市多股份有限公司北投分公司,臺北市北投區立德路117號,台灣梅花里肌豬排,110/9/27,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5279,好市多股份有限公司北投分公司,臺北市北投區立德路117號,冷藏蛤蠣,110/8/3,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5280,好市多股份有限公司北投分公司,臺北市北投區立德路117號,雞去骨清腿去骨踝,110/1/4,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5281,好市多股份有限公司北投分公司,臺北市北投區立德路117號,黑玉參,109/12/3,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5282,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,敏豆,114/10/27,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5283,好市多股份有限公司新莊分公司,新北市中和區橋和路120號2樓之7,北海道山藥,114/8/7,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5284,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,深海野游式養殖大黃魚,114/7/21,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5285,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,食安牧場動福蛋,114/11/10,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5286,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,履歷甜豌豆,113/3/28,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5287,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,虱目魚肚,112/8/1,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5288,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,小管,112/7/27,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5289,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,台灣鴨腿真空包,112/4/19,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5290,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,台灣修清豬小里肌真空包,111/7/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5291,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,球芽甘藍,111/4/6,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5292,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,-,110/11/10,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5293,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,­,111/3/4,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5294,好市多股份有限公司新莊分公司,新北市新莊區建國一路138號,坤松香菇-大菇,110/4/7,防腐劑、漂白劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5295,好市多股份有限公司新莊分公司(好市多),新北市新莊區建國一路138號,-,114/8/25,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5296,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,深海野游養殖大黃魚,114/6/20,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5297,好市多股份有限公司汐止分公司,新北市汐止區大同路一段158號,大白菜,114/7/25,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5298,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,日本乾香菇禮盒,113/1/5,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5299,好市多股份有限公司汐止分公司,新北市汐止區大同路一段158號,小管,112/8/1,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5300,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,冷凍白蝦,112/7/25,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5301,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,Caffitaly咖啡膠囊組,112/4/26,真菌毒素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5302,好市多股份有限公司汐止分公司,新北市汐止區大同路一段158號,越南青花菜,112/5/24,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5303,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,冷凍北海道生干貝,112/6/1,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5304,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,–,111/4/1,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5305,好市多股份有限公司汐止分公司,新北市汐止區大同路一段158號,­,111/4/1,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5306,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,進口豬頰肉真空包,110/8/12,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5307,好市多股份有限公司汐止分公司,新北市汐止區大同路一段158號,芭樂,110/7/20,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5308,好市多股份有限公司汐止分公司,新北市汐止區大同路一段158號,Dixie高級免洗碗,110/7/19,食品器具、容器、包裝檢驗,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5309,好市多股份有限公司汐止分公司,新北市汐止區大同路1段158號,美國特選翼板(牛肉),110/4/26,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5310,好市多股分有限公司中和分公司,新北市中和區中山路2段347號,澳洲去骨羊肩炒肉片,115/1/26,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5311,好年庄食品有限公司,新北市三芝區四棧橋53之15號,油膏(調合),111/6/29,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5312,好年庄食品有限公司,新北市三芝區四棧橋53之15號,-,111/7/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5313,好幸福食堂有限公司,臺北市中山區吉林路18號,伊比利有機梅花豬,112/3/21,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5314,好日子咖啡,臺北市北投區立農街2段293號,紅茶(含冰塊),111/4/7,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5315,好日子餐飲有限公司,新北市林口區文化一路2段131號,松板豬肉,110/2/26,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5316,好旺股份有限公司(神旺商務酒店),臺北市中山區南京東路1段128號,丹麥去皮豬五花火鍋肉片,110/3/12,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5317,好旺股份有限公司(神旺商務酒店),臺北市中山區南京東路1段128號,-,110/3/17,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5318,好旺角,臺北市士林區忠義街151號,甜柿,111/9/1,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5319,好果子,新北市淡水區中山北路1段112號,五花肉,110/5/6,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5320,好樂迪股份有限公司-三重分公司(市招：HolidayKTV三重店),新北市三重區正義北路68號B1、1至2樓及3樓之1至之3,-,110/3/18,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5321,好樂迪股份有限公司-中和分公司(市招：HolidayKTV中和店),新北市中和區景新街338、340號B1,-,110/3/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5322,好樂迪股份有限公司-石牌分公司(市招：好樂迪KTV石牌店),臺北市北投區裕民六路120號B1、122號1樓及128號1樓,-,110/4/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5323,好樂迪股份有限公司-石牌分公司(市招：好樂迪KTV石牌店),臺北市北投區裕民六路120號B1、122號1樓及128號1樓,-,110/4/13,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5324,好樂迪股份有限公司-西寧分公司(市招：HolidayKTV西寧店),臺北市萬華區西寧南路62號B1、1至2樓、4至8樓,-,110/4/26,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5325,好樂迪股份有限公司-西寧分公司(市招：HolidayKTV西寧店),臺北市萬華區西寧南路62號B1、1至2樓、4至8樓,-,110/4/14,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5326,好樂迪股份有限公司-西寧分公司(市招：HolidayKTV西寧店),臺北市萬華區西寧南路62號B1、1至2樓、4至8樓,食用冰塊,110/5/12,食品微生物(生菌數),不合格,違反食安法第17條，依同法第48條裁處,30000,,違反食安法第17條，依同法第48條裁處,medium,第17條 器具容器包裝洗潔劑衛生標準
5327,好樂迪股份有限公司-西寧分公司(市招：HolidayKTV西寧店),臺北市萬華區西寧南路62號B1、1至2樓、4至8樓,奶油雞丁,110/4/13,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5328,好樂迪股份有限公司三重分公司,新北市三重區正義北路68號,冷凍香蒜排骨(豬),110/3/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5329,好樂迪股份有限公司中興分公司(市招：好樂迪中興店),臺北市松山區復興南路1段29號1.2樓,纖美茶(無糖)含冰塊,111/7/11,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5330,好樂迪股份有限公司西寧分公司(市招：HolidayKTV),臺北市萬華區西寧南路62號地下1樓、1-2樓4.5.6.7.8樓,冰塊,111/7/13,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5331,好樂迪股份有限公司重陽分公司,新北市三重區重陽路一段1號B1、1樓、2樓,冰塊,111/6/17,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5332,好球企業股份有限公司,新北市中和區新民街96號,香草冰淇淋,113/5/6,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5333,好球企業股份有限公司,新北市中和區新民街96號,-,113/6/5,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5334,好瓢亮BelloRistorante餐飲店,新北市汐止區新興路8號,羅勒,110/4/30,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5335,好甜水果,新北市新店區建國路86號,結球白菜,113/1/18,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5336,好神國際股份有限公司,新北市中和區建八路152巷3號1樓,紐西蘭沙朗嫩肩牛排,111/8/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5337,好神國際股份有限公司,新北市中和區建八路152巷3號1樓,豬(大腸),110/3/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5338,好神國際股份有限公司中和廠,新北市中和區建八路152巷3號,沙朗(牛),110/8/19,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5339,好秋早午餐,新北市樹林區中興街42號,-,112/7/6,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5340,好秋早午餐,新北市樹林區中興街42號,國王BBQ燒肉餐盤,112/7/10,食品中微生物衛生標準,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5341,好膳企業股份有限公司,新北市中和區中正路988巷8號,甜羅勒,113/2/20,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5342,好膳企業股份有限公司(DreamersCoffeeRoasters),臺北市內湖區瑞光路513巷22弄13號1樓,,113/4/3,標示(連鎖飲料便利商店及速食業之現場調製飲料標示規定),不合格,違反食安法第25條第2項，依同法第47條裁處,30000,,違反食安法第25條，依同法第47條裁處,low,第25條 散裝食品標示
5343,好膳企業股份有限公司(PRESERVE．FOROURFUTURE),臺北市士林區天母東路43巷3號,蘿美生菜,112/11/2,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5344,好菜的店,臺北市中正區臨沂街75巷17號,紅杏菜(莧菜),110/9/8,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5345,好農大自助餐,新北市新莊區四維路175號,青花菜,112/12/27,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
5346,好農市安心食品有限公司,臺北市大安區復興南路2段155號,自然放牧雞蛋,114/3/3,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
